LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.292, Time: 2.724900 s
         1461196 function calls (1445815 primitive calls) in 3.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 inspect.py:3055(_hash_basis)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
      131    0.000    0.000    0.000    0.000 core.py:1711(set_whitespace_chars)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1969(<listcomp>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
       21    0.000    0.000    0.000    0.000 __init__.py:213(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:4757(_MultipleMatch)
       28    0.000    0.000    0.000    0.000 rcsetup.py:462(_validate_linestyle)
      156    0.000    0.000    0.000    0.000 core.py:1924(__hash__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1339(LocationEvent)
      211    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 core.py:5711(<lambda>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
      222    0.000    0.000    0.000    0.000 patches.py:2264(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:1922(Arc)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:249(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertTransform)
        1    0.000    0.000    0.000    0.000 scale.py:609(LogisticTransform)
        1    0.000    0.000    0.000    0.000 Image.py:470(Image)
        1    0.000    0.000    0.000    0.000 patches.py:2698(_Base)
        1    0.000    0.000    0.000    0.000 scale.py:583(LogitTransform)
        1    0.000    0.000    0.000    0.000 collections.py:1176(PolyCollection)
      337    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
       25    0.000    0.000    0.000    0.000 enum.py:358(__init__)
       14    0.000    0.000    0.000    0.000 core.py:8239(_replace_return_type)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 __init__.py:256(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 rcsetup.py:256(_validate_toolbar)
        1    0.000    0.000    0.000    0.000 core.py:125(<listcomp>)
        6    0.000    0.000    0.000    0.000 deprecation.py:506(suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.000    0.000 ExifTags.py:341(<dictcomp>)
       12    0.000    0.000    0.000    0.000 __init__.py:264(get_aliased_and_aliases)
      288    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1763(AffineBase)
       31    0.000    0.000    0.000    0.000 warnings.py:487(__exit__)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        3    0.000    0.000    0.000    0.000 core.py:1613(__invert__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        1    0.000    0.000    0.000    0.000 dates.py:208(__getattr__)
      285    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
      451    0.000    0.000    0.000    0.000 enum.py:1142(__init__)
       47    0.000    0.000    0.000    0.000 rcsetup.py:357(validate_fontsize)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        2    0.000    0.000    0.000    0.000 __init__.py:188(caching_module_getattr)
       10    0.000    0.000    0.000    0.000 enum.py:1359(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
       57    0.000    0.000    0.000    0.000 inspect.py:2465(<lambda>)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:15(pyparsing_test)
       54    0.000    0.000    0.000    0.000 core.py:2345(parseImpl)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
       34    0.000    0.000    0.000    0.000 traceback.py:297(__getitem__)
      305    0.000    0.000    0.000    0.000 typing.py:1358(<genexpr>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
      169    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 core.py:3596(ParseExpression)
       13    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
       29    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
       44    0.000    0.000    0.000    0.000 core.py:1844(set_name)
        1    0.000    0.000    0.000    0.000 Image.py:158(Resampling)
        1    0.000    0.000    0.000    0.000 scale.py:201(LogTransform)
        3    0.000    0.000    0.000    0.000 core.py:4739(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:763(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       32    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1401(MouseButton)
        1    0.000    0.000    0.000    0.000 polar.py:188(InvertedPolarTransform)
       17    0.000    0.000    0.000    0.000 inspect.py:2798(__hash__)
        2    0.000    0.000    0.000    0.000 core.py:2966(__array_finalize__)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       28    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
       21    0.000    0.000    0.000    0.000 _docstring.py:43(update)
        1    0.000    0.000    0.000    0.000 patches.py:1314(FancyArrow)
        4    0.000    0.000    0.000    0.000 typing.py:2045(__init_subclass__)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
      345    0.000    0.000    0.000    0.000 enum.py:1249(value)
       11    0.000    0.000    0.000    0.000 version.py:504(_cmpkey)
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      410    0.000    0.000    0.000    0.000 enum.py:239(__init__)
        5    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
        7    0.000    0.000    0.000    0.000 core.py:3399(__init__)
      174    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
       63    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
       68    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1823(_MathStyle)
        1    0.000    0.000    0.000    0.000 Image.py:149(Transform)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
      138    0.000    0.000    0.000    0.000 cycler.py:239(__iter__)
        1    0.000    0.000    0.000    0.000 core.py:1032(enable_packrat)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:93(_CopyMode)
       61    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      105    0.000    0.000    0.000    0.000 _docstring.py:88(do_copy)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        6    0.000    0.000    0.000    0.000 __init__.py:1467(debug)
      285    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
       18    0.000    0.000    0.000    0.000 cycler.py:52(_process_keys)
       16    0.000    0.000    0.000    0.000 core.py:2820(parseImpl)
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
       46    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 geo.py:272(InvertedAitoffTransform)
        4    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
        1    0.000    0.000    0.000    0.000 patches.py:1693(Annulus)
       68    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2774(_Mode)
        1    0.000    0.000    0.000    0.000 cycler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       37    0.000    0.000    0.000    0.000 pathlib.py:515(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 geo.py:386(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1814(Affine2DBase)
       15    0.000    0.000    0.000    0.000 dataclasses.py:664(_is_type)
        1    0.000    0.000    0.000    0.000 pathlib.py:667(with_name)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.000    0.000 geo.py:316(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2177(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
       29    0.000    0.000    0.000    0.000 deprecation.py:176(finalize)
        1    0.000    0.000    0.000    0.000 patches.py:1513(Ellipse)
       44    0.000    0.000    0.000    0.000 types.py:164(__init__)
       32    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
       12    0.000    0.000    0.000    0.000 core.py:287(wrapper)
        1    0.000    0.000    0.000    0.000 geo.py:456(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:554(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2890(Regex)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       10    0.000    0.000    0.000    0.000 core.py:4430(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 {method 'random_sample' of 'numpy.random.mtrand.RandomState' objects}
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 patches.py:670(Rectangle)
        1    0.000    0.000    0.000    0.000 scale.py:464(AsinhTransform)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        6    0.000    0.000    0.000    0.000 _compiler.py:389(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 scale.py:243(InvertedLogTransform)
      334    0.000    0.000    0.000    0.000 enum.py:1244(name)
        1    0.000    0.000    0.000    0.000 patches.py:610(Shadow)
        1    0.000    0.000    0.000    0.000 Image.py:177(Dither)
       29    0.000    0.000    0.000    0.000 pathlib.py:622(name)
        1    0.000    0.000    0.000    0.000 scale.py:348(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        2    0.000    0.000    0.000    0.000 functools.py:852(register)
        4    0.000    0.000    0.000    0.000 core.py:5451(__init__)
      437    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
        1    0.000    0.000    0.000    0.000 core.py:4344(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        2    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:964(StepPatch)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6753(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 Image.py:190(Quantize)
      222    0.000    0.000    0.000    0.000 multiarray.py:152(concatenate)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1721(_parse_hextet)
        1    0.000    0.000    0.000    0.000 scale.py:381(InvertedSymmetricalLogTransform)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3115(view)
        1    0.000    0.000    0.000    0.000 scale.py:483(InvertedAsinhTransform)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        6    0.000    0.000    0.000    0.000 __init__.py:1734(isEnabledFor)
        1    0.000    0.000    0.000    0.000 defchararray.py:1908(chararray)
       10    0.000    0.000    0.000    0.000 results.py:326(get)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 __init__.py:264(_reset_cache)
     16/4    0.000    0.000    0.000    0.000 ast.py:84(_convert)
        4    0.000    0.000    0.000    0.000 function_base.py:2269(__init__)
